artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,key_name,mode_name,tonality,tempo_class,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
travis scott,goosebumps,True,2016,0.83,0.841,0.728,0.847,0.0484,0.0847,0.0,0.149,0.43,130,4.03,G,Major,G Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
billie eilish,bored,False,2017,0.84,0.614,0.318,0.386,0.0478,0.896,0.00239,0.0795,0.112,120,3.0,G,Major,G Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
future,mask off,True,2017,0.79,0.833,0.434,0.579,0.431,0.0102,0.0219,0.165,0.281,150,3.24,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g-eazy,him & i,True,2017,0.0,0.589,0.731,0.7,0.0868,0.0534,0.0,0.308,0.191,88,4.28,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
maroon 5,cold (feat. future),True,2017,0.0,0.697,0.716,0.703,0.113,0.118,0.0,0.0424,0.506,100,3.54,A,Minor,A Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rae sremmurd,swang,True,2016,0.75,0.681,0.314,0.553,0.0581,0.2,9.82e-06,0.1,0.166,140,3.28,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
lil peep,save that shit,True,2017,0.77,0.534,0.583,0.585,0.0288,0.0262,0.0,0.421,0.145,106,3.51,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a$ap ferg,plain jane,True,2017,0.74,0.797,0.844,0.743,0.275,0.0651,0.0,0.087,0.52,170,2.53,B,Major,B Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
french montana,unforgettable,True,2017,0.82,0.726,0.769,0.764,0.123,0.0293,0.0101,0.104,0.733,98,3.53,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21 savage,bank account,True,2017,0.74,0.884,0.347,0.607,0.35,0.015,7e-06,0.0871,0.376,75,3.4,G#,Minor,G# Minor,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
axwell ingrosso,more than you know,False,2017,0.0,0.645,0.741,0.767,0.0339,0.0323,0.0,0.29,0.534,123,3.23,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
zayn,dusk till dawn (feat. sia) - radio edit,False,2017,0.77,0.259,0.437,0.688,0.0386,0.102,1.32e-06,0.106,0.0951,180,3.59,B,Minor,B Minor,Frenetico (Presto),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
j balvin,mi gente,False,2017,0.53,0.548,0.701,0.773,0.0914,0.0178,1.34e-05,0.134,0.309,104,3.09,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jax jones,you don't know me - radio edit,True,2016,0.01,0.876,0.669,0.714,0.138,0.163,0.0,0.185,0.682,124,3.33,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
rae sremmurd,black beatles,True,2016,0.75,0.794,0.632,0.709,0.0649,0.142,0.0,0.128,0.355,146,4.51,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
zara larsson,ain't my fault,False,2017,0.67,0.576,0.782,0.775,0.0296,0.00778,0.0,0.285,0.355,141,3.44,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
travis scott,butterfly effect,False,2017,0.0,0.763,0.598,0.674,0.0539,0.0714,0.0,0.112,0.182,141,3.1,B,Major,B Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ayo & teo,rolex,False,2017,0.69,0.804,0.886,0.89,0.04,0.0837,0.0,0.266,0.789,145,3.58,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
lil uzi vert,xo tour llif3,True,2017,0.81,0.732,0.75,0.699,0.231,0.00264,0.0,0.109,0.401,155,3.02,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagine dragons,whatever it takes,False,2017,0.8,0.672,0.655,0.766,0.0311,0.0362,0.0,0.117,0.556,135,3.21,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rob $tone,chill bill (feat. j. davi$ & spooks),True,2016,0.76,0.886,0.427,0.518,0.145,0.0312,0.00099,0.0906,0.23,108,2.57,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jason derulo,swalla (feat. nicki minaj & ty dolla $ign),True,2017,0.75,0.696,0.817,0.823,0.109,0.075,0.0,0.187,0.782,98,3.36,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g-eazy,no limit,True,2017,0.0,0.838,0.771,0.826,0.244,0.0117,0.0,0.0853,0.405,176,4.05,C#,Major,C# Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
playboi carti,magnolia,True,2017,0.77,0.791,0.582,0.652,0.286,0.0114,0.0,0.35,0.443,163,3.01,B,Minor,B Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
chord overstreet,hold on,False,2017,0.8,0.618,0.443,0.535,0.0526,0.469,0.0,0.0829,0.167,120,3.18,D,Major,D Major,Allegretto,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
jax jones,breathe,False,2017,0.58,0.722,0.744,0.741,0.0363,0.0234,0.000157,0.143,0.686,126,3.27,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
imagine dragons,believer,False,2017,0.01,0.779,0.787,0.801,0.108,0.0524,0.0,0.14,0.708,125,3.24,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
natti natasha,criminal,False,2017,0.74,0.814,0.813,0.864,0.0561,0.03,9.33e-05,0.255,0.839,80,3.52,D,Minor,D Minor,Moderato,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
kendrick lamar,humble.,True,2017,0.0,0.906,0.625,0.679,0.0903,0.000243,3.23e-05,0.0975,0.423,150,2.57,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
selena gomez,fetish (feat. gucci mane),False,2017,0.69,0.708,0.618,0.795,0.0592,0.0204,6.81e-06,0.062,0.265,123,3.06,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
charlie puth,attention,False,2017,0.0,0.774,0.626,0.795,0.0432,0.0969,3.12e-05,0.0848,0.777,100,3.31,D#,Minor,D# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
big shaq,man's not hot,False,2017,0.62,0.905,0.884,0.812,0.236,0.111,8.31e-05,0.107,0.588,135,3.06,C,Major,C Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
anne-marie,ciao adios,False,2017,0.57,0.698,0.882,0.862,0.0863,0.127,0.0,0.15,0.445,106,3.2,E,Minor,E Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
rag'n'bone man,human,False,2017,0.76,0.602,0.707,0.811,0.302,0.393,0.0,0.165,0.554,75,3.2,A,Major,A Major,Lento (Adagio),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
blackbear,do re mi,True,2017,0.04,0.745,0.593,0.7,0.0526,0.00522,5.25e-06,0.123,0.17,111,3.32,G#,Major,G# Major,Allegretto,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lil pump,gucci gang,True,2017,0.64,0.936,0.523,0.682,0.0597,0.239,0.0,0.117,0.699,120,2.04,F,Major,F Major,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taylor swift,look what you made me do,False,2017,0.76,0.766,0.709,0.694,0.123,0.204,1.41e-05,0.126,0.506,128,3.31,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
enrique iglesias,subeme la radio (feat. descemer bueno & zion & lennox),False,2017,0.7,0.688,0.822,0.85,0.0537,0.0642,0.0,0.241,0.66,91,3.27,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
kodak black,tunnel vision,True,2017,0.51,0.497,0.489,0.632,0.294,0.0576,9.91e-05,0.122,0.231,172,4.28,B,Minor,B Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kendrick lamar,dna.,True,2017,0.0,0.636,0.517,0.68,0.36,0.00402,0.0,0.0874,0.394,140,3.05,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a boogie wit da hoodie,drowning (feat. kodak black),True,2017,0.0,0.839,0.81,0.753,0.0568,0.501,0.0,0.117,0.814,129,3.29,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
xxxtentacion,jocelyn flores,True,2017,0.83,0.872,0.391,0.562,0.242,0.469,4.13e-06,0.297,0.437,134,1.59,C,Minor,C Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
migos,bad and boujee (feat. lil uzi vert),True,2017,0.72,0.926,0.666,0.751,0.244,0.0611,0.0,0.123,0.168,127,5.43,B,Major,B Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
yo gotti,rake it up (feat. nicki minaj),True,2017,0.67,0.91,0.444,0.612,0.344,0.022,0.0,0.137,0.53,150,4.36,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
martin garrix,scared to be lonely,False,2017,0.77,0.584,0.54,0.629,0.0576,0.0895,0.0,0.261,0.195,138,3.4,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
jonas blue,mama,False,2017,0.51,0.739,0.792,0.803,0.0418,0.091,0.0,0.0516,0.547,104,3.01,B,Minor,B Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
martin jensen,solo dance,False,2016,0.0,0.744,0.836,0.895,0.0507,0.0435,0.0,0.194,0.36,115,2.54,F#,Minor,F# Minor,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
taylor swift,...ready for it?,False,2017,0.73,0.613,0.764,0.692,0.136,0.0527,0.0,0.197,0.417,160,3.28,D,Major,D Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
david guetta,2u (feat. justin bieber),False,2017,0.67,0.548,0.65,0.726,0.0591,0.219,0.0,0.225,0.557,145,3.14,G#,Minor,G# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
migos,slippery (feat. gucci mane),True,2017,0.68,0.92,0.675,0.734,0.263,0.307,0.0,0.104,0.749,142,5.04,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
shawn mendes,there's nothing holdin' me back,False,2017,0.0,0.857,0.8,0.814,0.0583,0.381,0.0,0.0913,0.966,122,3.19,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g-eazy,good life (with g-eazy & kehlani),False,2017,0.63,0.572,0.778,0.756,0.233,0.00638,0.0,0.0563,0.54,168,3.45,C#,Major,C# Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
vamps,all night,False,2017,0.73,0.538,0.804,0.757,0.0358,0.0041,0.0,0.33,0.507,145,3.17,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dua lipa,new rules,False,2017,0.61,0.763,0.72,0.758,0.0691,0.00261,1.11e-05,0.114,0.592,116,3.32,A,Minor,A Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cardi b,bodak yellow,True,2017,0.59,0.929,0.723,0.727,0.109,0.0672,0.0,0.346,0.458,125,3.43,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
rag'n'bone man,skin,False,2017,0.67,0.564,0.745,0.632,0.31,0.265,0.0,0.147,0.351,171,3.59,C,Major,C Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zara larsson,i would like,False,2017,0.57,0.486,0.713,0.819,0.0524,0.0853,0.0,0.0839,0.297,121,3.46,D,Minor,D Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
dj khaled,wild thoughts (feat. rihanna & bryson tiller),True,2017,0.72,0.671,0.672,0.861,0.0688,0.0329,0.0,0.118,0.632,98,3.24,C,Minor,C Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
post malone,congratulations,True,2016,0.81,0.63,0.804,0.807,0.0363,0.215,0.0,0.253,0.492,123,3.4,F#,Major,F# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
avicii,without you (feat. sandro cavazza),True,2017,0.77,0.662,0.858,0.774,0.0428,0.00163,0.0,0.0456,0.295,134,3.01,D,Major,D Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
clean bandit,symphony (feat. zara larsson),False,2017,0.0,0.718,0.609,0.781,0.043,0.281,3.29e-05,0.234,0.497,123,3.34,C,Minor,C Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
katy perry,chained to the rhythm,False,2017,0.69,0.562,0.8,0.747,0.112,0.0814,0.0,0.199,0.471,95,3.57,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zay hilfigerrr,juju on that beat (tz anthem),False,2016,0.57,0.807,0.887,0.821,0.275,0.00381,0.0,0.391,0.78,161,2.24,C#,Major,C# Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
calvin harris,"feels (feat. pharrell williams, katy perry & big sean)",True,2017,0.79,0.893,0.745,0.86,0.0571,0.0642,0.0,0.0943,0.872,101,3.43,B,Minor,B Minor,Moderato,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
migos,t-shirt,True,2017,0.64,0.865,0.687,0.829,0.217,0.242,0.0,0.158,0.486,139,4.02,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
onerepublic,rich love (with seeb),False,2017,0.64,0.401,0.872,0.834,0.314,0.167,0.0,0.362,0.472,105,3.21,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
maggie lindemann,pretty girl - cheat codes x cade remix,True,2017,0.61,0.703,0.868,0.783,0.0291,0.15,0.132,0.104,0.733,121,3.13,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
macklemore,glorious (feat. skylar grey),True,2017,0.74,0.731,0.794,0.76,0.0522,0.0323,2.59e-05,0.112,0.356,140,3.4,C,Minor,C Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
hayden james,numb,True,2019,0.47,0.617,0.558,0.665,0.0431,0.184,1.03e-06,0.0911,0.4,148,3.37,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
liam payne,strip that down,False,2017,0.01,0.869,0.485,0.737,0.0545,0.246,0.0,0.0765,0.527,106,3.24,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
drake,passionfruit,True,2017,0.0,0.809,0.463,0.451,0.0396,0.256,0.085,0.109,0.364,112,4.58,B,Major,B Major,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
justin bieber,friends (with bloodpop®),False,2017,0.0,0.744,0.739,0.749,0.0387,0.00459,0.0,0.306,0.649,105,3.09,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zayn,"i don’t wanna live forever (fifty shades darker) - from ""fifty shades darker (original motion picture soundtrack)""",False,2016,0.0,0.735,0.451,0.6,0.0585,0.0631,1.3e-05,0.325,0.0862,118,4.05,C,Major,C Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
alessia cara,scars to your beautiful,False,2016,0.76,0.319,0.739,0.73,0.272,0.0285,0.0,0.111,0.449,194,3.5,C,Major,C Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2 chainz,it's a vibe,True,2017,0.71,0.822,0.502,0.649,0.148,0.0312,0.000887,0.114,0.525,73,3.3,G,Major,G Major,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
starley,call on me - ryan riback remix,False,2016,0.48,0.67,0.838,0.814,0.0362,0.0605,0.000611,0.159,0.716,105,3.42,C,Major,C Major,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
ajr,weak,False,2017,0.0,0.673,0.637,0.79,0.0429,0.137,0.0,0.184,0.678,124,3.21,F,Major,F Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lana del rey,lust for life (with the weeknd),False,2017,0.0,0.499,0.676,0.588,0.0582,0.588,0.00484,0.358,0.295,100,4.24,C,Minor,C Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cnco,reggaetón lento (remix),False,2017,0.0,0.623,0.909,0.861,0.0758,0.158,0.0,0.0972,0.651,94,3.08,E,Minor,E Minor,Moderato,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
vamps,middle of the night,False,2017,0.61,0.588,0.749,0.8,0.058,0.0037,0.0,0.0813,0.397,130,2.54,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
weeknd,i feel it coming,False,2016,0.78,0.773,0.819,0.72,0.118,0.428,0.0,0.0679,0.585,93,4.29,C,Minor,C Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
chainsmokers,paris,False,2017,0.73,0.653,0.658,0.696,0.0304,0.0215,1.66e-06,0.0939,0.219,100,3.41,D,Major,D Major,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
big sean,bounce back,True,2017,0.71,0.78,0.575,0.736,0.139,0.106,0.0,0.129,0.273,82,3.42,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
shawn mendes,mercy,False,2017,0.0,0.561,0.674,0.772,0.0818,0.118,0.0,0.111,0.383,148,3.28,E,Minor,E Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
avicii,lonely together (feat. rita ora),False,2017,0.53,0.655,0.666,0.751,0.0612,0.134,2.12e-05,0.0683,0.272,103,3.01,F,Major,F Major,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
cheat codes,no promises (feat. demi lovato),False,2017,0.68,0.741,0.667,0.745,0.134,0.0575,0.0,0.106,0.595,113,3.43,A#,Major,A# Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
bruno mars,24k magic,False,2016,0.78,0.818,0.803,0.802,0.0797,0.034,0.0,0.153,0.632,107,3.45,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lorde,homemade dynamite - remix,True,2017,0.08,0.781,0.548,0.767,0.0764,0.229,0.0,0.127,0.175,107,3.34,C,Minor,C Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kygo,it ain't me (with selena gomez),False,2017,0.75,0.64,0.533,0.688,0.0706,0.119,0.0,0.0864,0.515,100,3.4,C,Major,C Major,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
drake,god's plan,True,2018,0.81,0.754,0.449,0.559,0.109,0.0332,8.29e-05,0.552,0.357,77,3.18,G,Major,G Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
post malone,rockstar (feat. 21 savage),True,2018,0.83,0.585,0.52,0.71,0.0712,0.124,7.01e-05,0.131,0.129,160,3.38,F,Minor,F Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
offset,ric flair drip (with metro boomin),True,2017,0.8,0.88,0.428,0.605,0.206,0.149,5.05e-05,0.114,0.333,100,2.52,A,Major,A Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g-eazy,him & i (with halsey),True,2017,0.75,0.589,0.731,0.7,0.0868,0.0534,0.0,0.308,0.191,88,4.28,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
dynoro,in my mind,False,2018,0.78,0.694,0.77,0.75,0.149,0.176,1.1e-05,0.118,0.163,126,3.04,F#,Major,F# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
juice wrld,lucid dreams,True,2018,0.84,0.511,0.566,0.656,0.2,0.349,0.0,0.34,0.218,84,3.59,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
zedd,the middle,False,2018,0.8,0.753,0.657,0.862,0.0449,0.171,0.0,0.112,0.437,107,3.04,G,Major,G Major,Moderato,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
marshmello,friends,True,2018,0.78,0.626,0.88,0.896,0.0504,0.205,0.0,0.128,0.534,95,3.22,A,Minor,A Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
cardi b,i like it,True,2018,0.79,0.816,0.726,0.816,0.129,0.099,0.0,0.372,0.65,136,4.13,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
xxxtentacion,moonlight,True,2018,0.82,0.921,0.537,0.731,0.0804,0.556,0.00404,0.102,0.711,128,2.15,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ariana grande,no tears left to cry,False,2018,0.77,0.699,0.713,0.742,0.0594,0.04,3.11e-06,0.294,0.354,122,3.25,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sheck wes,mo bamba,True,2018,0.77,0.729,0.625,0.753,0.0315,0.194,0.00986,0.248,0.261,146,3.03,E,Major,E Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
calvin harris,one kiss (with dua lipa),False,2018,0.81,0.791,0.862,0.854,0.11,0.037,2.19e-05,0.0814,0.592,124,3.34,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
tyga,taste (feat. offset),True,2018,0.73,0.884,0.559,0.646,0.12,0.0236,0.0,0.101,0.342,98,3.52,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
travis scott,sicko mode,True,2018,0.81,0.834,0.73,0.83,0.222,0.00513,0.0,0.124,0.446,155,5.12,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
imagine dragons,natural,False,2018,0.8,0.704,0.611,0.712,0.0409,0.217,0.0,0.0812,0.22,100,3.09,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dj snake,"taki taki (with selena gomez, ozuna & cardi b)",True,2018,0.76,0.842,0.801,0.808,0.228,0.157,4.82e-06,0.0642,0.617,96,3.32,G#,Minor,G# Minor,Moderato,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
marshmello,spotlight,False,2018,0.71,0.546,0.822,0.792,0.151,0.0145,0.0,0.742,0.615,150,2.57,G,Major,G Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
weeknd,pray for me (with kendrick lamar),True,2018,0.69,0.735,0.677,0.768,0.093,0.0762,2.17e-05,0.111,0.188,101,3.31,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
billie eilish,lovely (with khalid),False,2018,0.86,0.351,0.296,0.514,0.0333,0.934,0.0,0.095,0.12,115,3.2,E,Minor,E Minor,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
migos,walk it talk it,True,2018,0.75,0.907,0.633,0.759,0.184,0.0876,2.6e-06,0.106,0.395,146,4.36,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
clean bandit,solo (feat. demi lovato),False,2018,0.71,0.737,0.636,0.789,0.0437,0.0441,6.66e-05,0.35,0.565,105,3.42,B,Minor,B Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
drake,nonstop,True,2018,0.77,0.912,0.412,0.615,0.123,0.0165,0.0126,0.104,0.423,155,3.58,G,Major,G Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
6ix9ine,fefe,True,2018,0.42,0.931,0.387,0.563,0.412,0.088,0.0,0.136,0.376,126,2.59,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
weeknd,call out my name,False,2018,0.8,0.461,0.593,0.769,0.0356,0.17,0.0,0.307,0.175,134,3.48,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
nio garcia,te boté - remix,True,2018,0.76,0.903,0.675,0.843,0.214,0.542,1.28e-05,0.0595,0.442,97,6.57,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
migos,motorsport,True,2018,0.72,0.904,0.518,0.751,0.183,0.0305,0.0,0.325,0.188,138,5.03,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nicky jam,x,False,2019,0.74,0.594,0.749,0.752,0.056,0.0338,0.00106,0.3,0.694,180,2.52,A,Minor,A Minor,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
xxxtentacion,sad!,True,2018,0.82,0.74,0.613,0.773,0.145,0.258,0.00372,0.123,0.473,75,2.46,G#,Major,G# Major,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
becky g,sin pijama,False,2018,0.69,0.791,0.745,0.831,0.0464,0.354,2.93e-05,0.104,0.82,94,3.08,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
machine gun kelly,"home (with machine gun kelly, x ambassadors & bebe rexha)",False,2017,0.71,0.653,0.718,0.755,0.213,0.00413,0.0,0.0537,0.216,82,3.22,D#,Minor,D# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
